Name,Artist,Album,Spotify ID,Added On
emo girl (feat. WILLOW),Machine Gun Kelly,mainstream sellout,3tBZ60j1jQ7NJm8IjelyQe,2022-03-25T14:56:57Z
papercuts - album edit,Machine Gun Kelly,mainstream sellout,1Fa7pBvVjFkMjNW3mAXkr3,2022-03-25T14:45:47Z
Pain Killer,Grabbitz,Pain Killer,5eIAOdzmt3Nxd7XDFzek9U,2022-03-24T11:44:40Z
Story Of My Life (feat. Trippie Redd) - Heavy Edit,ILLENIUM,Story Of My Life (feat. Trippie Redd) [Heavy Edit],7vBwenmGPD2h0DSbljoZym,2022-03-24T11:27:34Z
Saw You in a Dream,The Japanese House,Saw You in a Dream,7dujOm8FJcepmVBQjqdswN,2022-03-24T07:53:45Z
Moonlight,Kayzo,Moonlight,4nmXdcB02E6yKdWso4XCQZ,2022-03-24T07:37:52Z
Impermanence - Abbey Road Version,Architects,Impermanence (Abbey Road Version),7Jg0t13Q6GpgDw3GGf2mRI,2022-03-24T07:37:37Z
Where Did You Sleep Last Night - Live Version,Nirvana,Nirvana (International Version),0pnTDTrRyJB6YlejNO9FdW,2022-03-22T14:57:57Z
The Last Day On Earth - Live Version (Explicit),Marilyn Manson,The Last Tour On Earth,6fGpggHqVV14r8EYQyrUNo,2022-03-22T14:57:14Z
"In the House - In a Heartbeat (From ""28 Days Later"")",London Music Works,Music from Sunshine & 28 Days Later,2UZ1CyjRcylsOTv1DUOxTE,2022-03-22T14:57:10Z
Polly,Nirvana,Nevermind,67rHfUpjOezFRoF386LOTu,2022-03-22T14:57:04Z
Hero Of War,Rise Against,Appeal To Reason (International Version),22RL4lzefDSzguxQ5zvYH3,2022-03-22T14:57:01Z
Where Is My Mind?,Pixies,Surfer Rosa (Remastered),6mcxQ1Y3uQRU0IHsvdNLH1,2022-03-22T14:56:55Z
Dumb,Nirvana,In Utero (Explicit Version),6jHaeysZ7MbmSWkDUcodgm,2022-03-22T14:56:51Z
Sycamore Tree,Kali Uchis,Por Vida,34E2yJTGNWElxDetLk4on5,2022-03-22T10:38:10Z
Honey,Moxie,Honey,5fCcV4MkmuRyBDzy8rCNUy,2022-03-20T10:51:04Z
BUBBLE BASS,YOOKiE,BUBBLE BASS,57iPY8trFGMdDvs2IQNxmw,2022-03-19T17:34:39Z
Confusion Spell,SVDDEN DEATH,Confusion Spell,22IGm6PYN1THrPe1jFT5u6,2022-03-19T17:22:48Z
Careful What You Wish For,Bad Omens,Finding God Before God Finds Me,5h8lsxmbPSzGPLS4cVfdiu,2022-03-19T15:31:26Z
LOUD (feat. Jason Aalon from FEVER 333),Sullivan King,LOUD,7aIG8lh4xZmWqOoASAifHf,2022-03-19T14:15:10Z
Dark Love (feat. Aaron Gillespie),Sullivan King,LOUD,024tRiO8w3b7WEVB5RxX1G,2022-03-19T14:08:18Z
Last Resort - The Rework,Papa Roach,Last Resort (The Rework),7poA10I15kvSUH6m44fQkS,2022-03-19T14:01:13Z
Someone Else,Rezz,Someone Else,4hR3hQKELrARHNZJ51D14s,2022-03-19T13:37:43Z
Die For You,VALORANT,Die For You,2lz3zjQ5QCVXiyOzIk02vW,2022-03-19T13:35:01Z
